"","US.merge","US.id","US.screen_name","US.verified","US.url","US.created_at","US.name","US.followers_count","US.location","US.description","US.time_zone","US.listed_count","US.lang","US.friends_count","US.statuses_count","US.dw.nom.1","US.icpsr.id","US.nameid","US.title","US.party","US.state","US.gender","US.idealPoint"
"499","repstevepearce",235271965,"RepStevePearce",TRUE,"http://pearce.house.gov","Fri Jan 07 19:44:44 +0000 2011","Steve Pearce",2582,"Hobbs, NM","I represent New Mexico's Second Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.","Mountain Time (US & Canada)",232,"en",399,764,0.475,20337,"P000588","House","R","NM","M",0.955547485611954
"500","repstevestivers",211420609,"RepSteveStivers",TRUE,"http://stivers.house.gov","Wed Nov 03 05:57:36 +0000 2010","Steve Stivers",3601,"","Proud to represent the citizens of Ohio's 15th Congressional District.","Central Time (US & Canada)",293,"en",822,561,0.282,21163,"S001187","House","R","OH","M",0.482314258601458
"501","repstutzman",211901075,"RepStutzman",TRUE,"http://www.stutzman.house.gov/","Thu Nov 04 16:00:16 +0000 2010","Rep. Marlin Stutzman",1884,"#IN03 / Washington, DC","","Eastern Time (US & Canada)",182,"en",167,683,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"502","repteddeutch",137794015,"RepTedDeutch",TRUE,"http://deutch.house.gov","Tue Apr 27 19:51:54 +0000 2010","Rep. Ted Deutch",4323,"Boca Raton, FL","Florida Democrat on Foreign Affairs & Judiciary Committees, Sponsor of #OCCUPIED Amendment, Member of House Seniors Task Force","Eastern Time (US & Canada)",375,"en",845,559,-0.462,20959,"D000610","House","D","FL","M",-1.23483764503749
"503","repterrisewell",381152398,"RepTerriSewell",TRUE,"http://sewell.house.gov","Tue Sep 27 20:47:50 +0000 2011","Rep. Terri A. Sewell",2483,"Washington, DC","Proud to represent the 7th Congressional District of Alabama
https://www.facebook.com/RepSewell",NA,123,"en",299,501,-0.378,21102,"S001185","House","D","AL","F",-0.806652091997917
"504","reptierney",384392601,"RepTierney",TRUE,"http://tierney.house.gov/","Mon Oct 03 16:10:47 +0000 2011","Rep. John Tierney",1936,"","Official Twitter account for the office of Congressman John Tierney, representing Massachusetts'  6th Congressional District.","Quito",102,"en",114,271,-0.554,29730,"T000266","House","D","MA","M",-1.37669322118096
"505","reptimgriffin",201079432,"RepTimGriffin",TRUE,"http://griffin.house.gov","Mon Oct 11 01:14:22 +0000 2010","Rep. Tim Griffin",5269,"Washington, DC","Fifth generation Arkansan and @USArmy Reserve officer proudly representing Arkansas's Second Congressional District (#AR2).","Eastern Time (US & Canada)",372,"en",3480,3664,0.441,21107,"G000567","House","R","AR","M",0.838710606772909
"506","reptimholden",267177304,"RepTimHolden",TRUE,"http://www.holden.house.gov","Wed Mar 16 13:18:39 +0000 2011","Tim Holden",907,"St. Clair, PA/Washington, DC","Congressman Holden represents Pennsylvania’s 17th District.  He currently is a member of the House Agriculture and Transportation Committees.  ",NA,86,"en",47,90,-0.227,29396,"H000712","House","D","PA","M",-0.286309920782016
"507","reptimjohnson",250710495,"RepTimJohnson",TRUE,"http://timjohnson.house.gov/","Fri Feb 11 17:01:16 +0000 2011","Tim Johnson",1919,"Urbana, IL","@RepTimJohnson serves on the Ag. Comm. as Chairman of the Subcommittee on Rural Development, Research, and Biotechnology and also serves on the T&I Committee.","Eastern Time (US & Canada)",170,"en",136,283,0.223,20116,"J000285","House","R","IL","M",0.355192336007061
"508","reptimmurphy",117777832,"RepTimMurphy",TRUE,"http://murphy.house.gov","Fri Feb 26 15:45:58 +0000 2010","Rep. Tim Murphy",3085,"Southwestern Pennsylvania","U.S. Congressman representing Pennsylvania's 18th District, encompassing the South Hills and portions of Westmoreland and Washington Counties.","Eastern Time (US & Canada)",326,"en",422,528,0.232,20346,"M001151","House","R","PA","M",0.648966325709647
"509","reptimscott",217543151,"RepTimScott",TRUE,"http://timscott.house.gov","Fri Nov 19 20:34:30 +0000 2010","Tim Scott",9492,"","Official account of Tim Scott (SC-01). Honored to represent the beautiful 1st District of South Carolina. ","Eastern Time (US & Canada)",459,"en",425,1213,0.692,21173,"S001184","House","R","SC","M",1.3852481563246
"510","reptipton",242873057,"RepTipton",TRUE,"http://tipton.house.gov/","Tue Jan 25 20:01:25 +0000 2011","Scott Tipton",2720,"","Representative of Colorado's Third Congressional District","Atlantic Time (Canada)",283,"en",1117,346,0.473,21111,"T000470","House","R","CO","M",0.768358630136861
"511","reptoddakin",20616305,"RepToddAkin",TRUE,"http://www.house.gov/akin","Wed Feb 11 19:20:17 +0000 2009","Rep. W Todd Akin",7331,"St. Louis, MO","Married to Lulli; blessed with 6 children & 4 grandkids. Missouri District 2 Congressman. Committees: Armed Services (Seapwr Chair), Budget, Science & Tech.","Central Time (US & Canada)",668,"en",94,678,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"512","reptoddtiahrt",76185102,"RepToddTiahrt",FALSE,"http://www.toddtiahrt.com","Mon Sep 21 23:43:21 +0000 2009","Fmr Rep Todd Tiahrt",1765,"Wichita, KS","Member of Congress, 1995 - 2011. KS-4","Quito",177,"en",250,1266,0.463,29524,"T000260","House","R",NA,NA,NA
"513","reptoddyoung",234128524,"RepToddYoung",TRUE,"http://toddyoung.house.gov","Tue Jan 04 22:35:16 +0000 2011","Rep. Todd Young",3177,"Indiana's 9th District","I serve the people of #IN09 in Congress. Contact our offices at 812-288-3999 (Jeffersonville), 812-336-3000 (Bloomington) or 202-225-5315 (Washington, DC).","Eastern Time (US & Canada)",315,"en",333,863,0.582,21133,"Y000064","House","R","IN","M",1.10497302802634
"514","reptomgraves",190328374,"RepTomGraves",TRUE,"http://tomgraves.house.gov/","Mon Sep 13 17:36:23 +0000 2010","Tom Graves",5010,"Washington, DC","Conservative Republican representing Georgia's 9th Congressional District","Eastern Time (US & Canada)",321,"en",2992,1469,0.914,20962,"G000560","House","R","GA","M",1.4447052712588
"515","reptommarino",240363117,"RepTomMarino",TRUE,"http://marino.house.gov","Wed Jan 19 19:11:27 +0000 2011","Rep. Tom Marino",2643,"Pennsylvania","I work for the people of Pennsylvania's 10th Congressional District. I came to Washington to make sure that they are truly represented here.","Eastern Time (US & Canada)",210,"en",356,865,0.434,21170,"M001179","House","R","PA","M",0.801367648089753
"516","reptomprice",6577802,"RepTomPrice",TRUE,"http://tom.house.gov/","Mon Jun 04 19:24:39 +0000 2007","Tom Price",16336,"Washington, D.C. ","Representative from Georgia's Sixth Congressional District and Chairman of the House @GOPpolicy Committee.","Eastern Time (US & Canada)",1142,"en",3153,2871,0.642,20505,"P000591","House","R","GA","M",1.29382557824778
"517","reptomreed",252819323,"RepTomReed",TRUE,"http://Reed.house.gov","Wed Feb 16 00:03:43 +0000 2011","Tom Reed",2130,"","Tom Reed represents New York's 29th Congressional District","Eastern Time (US & Canada)",188,"en",132,277,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"518","reptrentfranks",24773493,"RepTrentFranks",TRUE,"http://franks.house.gov/","Mon Mar 16 21:27:49 +0000 2009","Rep. Trent Franks",8010,"Peoria, AZ","Representing Arizona's Second Congressional District.","Quito",731,"en",1190,781,0.775,20304,"F000448","House","R","AZ","M",1.165029548829
"519","repvisclosky",193872188,"RepVisclosky",TRUE,"http://visclosky.house.gov/","Wed Sep 22 21:24:46 +0000 2010","Rep. Pete Visclosky",1749,"Northwest, IN - Washington, DC","Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://bit.ly/LCodHv","Quito",162,"en",699,509,-0.418,15124,"V000108","House","D","IN","M",-0.693678901908849
"520","repwalberg",237862972,"RepWalberg",TRUE,"http://walberg.house.gov","Thu Jan 13 20:26:26 +0000 2011","Rep Tim Walberg",4844,"MI 7th Congressional District","Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://www.facebook.com/RepWalberg ","Quito",335,"en",3505,868,NA,21144,"W000798","House","R","MI","M",1.08014099817561
"521","repwalterjones",26778110,"RepWalterJones",TRUE,"http://jones.house.gov","Thu Mar 26 15:50:58 +0000 2009","Rep. Walter Jones",6604,"Eastern North Carolina","Congressman Walter B. Jones represents the Third Congressional District of North Carolina","Eastern Time (US & Canada)",601,"en",113,607,0.255,29546,"J000255","House","R","NC","M",0.0979839007428505
"522","repwebster",281540744,"RepWebster",TRUE,"http://webster.house.gov","Wed Apr 13 13:47:05 +0000 2011","Daniel Webster",2122,"Central Florida","A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity. ","Eastern Time (US & Canada)",183,"en",320,715,0.499,21116,"W000806","House","R","FL","M",0.895919246403575
"523","repweiner",84388888,"RepWeiner",TRUE,"http://www.anthonyweiner.com","Thu Oct 22 18:28:44 +0000 2009","Anthony Weiner",67876,"Forest Hills. NY","Member of Congress, 9th District, New York City","Quito",2565,"en",195,478,-0.445,29926,"W000792","House","D","NY","M",-1.18321461757939
"524","repwestmoreland",137407124,"RepWestmoreland",TRUE,"http://www.house.gov/westmoreland","Mon Apr 26 17:19:38 +0000 2010","Lynn Westmoreland",2925,"","U.S. Congressman representing Georgia's Third Congressional District.","Eastern Time (US & Canada)",267,"en",429,773,0.687,20506,"W000796","House","R","GA","M",1.1855998111927
"525","repwilson",234014087,"RepWilson",TRUE,"http://wilson.house.gov/","Tue Jan 04 17:08:09 +0000 2011","Frederica Wilson",3173,"Washington DC","Congresswoman from the 17th District of Florida; former elementary school principal and school board member; grandmother of four beautiful grandkids","Eastern Time (US & Canada)",250,"en",900,847,-0.528,21118,"W000808","House","D","FL","F",-1.25371362595765
"526","repwolfpress",237418907,"RepWOLFPress",TRUE,"http://wolf.house.gov","Wed Jan 12 20:12:13 +0000 2011","Frank Wolf",1818,"Washington, D.C.","U.S. Representative, 10th District of Virginia","Eastern Time (US & Canada)",134,"en",73,41,0.27,14869,"W000672","House","R","VA","M",0.455822179517297
"527","repzackspace",89028052,"RepZackSpace",TRUE,"http://space.house.gov","Tue Nov 10 21:36:53 +0000 2009","Zack Space",1296,"Washington, DC","Representative from Ohio's 18th Congressional District",NA,141,"en",34,78,-0.178,20741,"S001173","House","D",NA,NA,NA
"528","repzoelofgren",267938462,"RepZoeLofgren",TRUE,"http://lofgren.house.gov","Thu Mar 17 21:06:21 +0000 2011","Rep. Zoe Lofgren",1998,"San Jose, CA & Washington, DC","Member of Congress, 16th Congressional District, San Jose, California. ",NA,153,"en",37,362,-0.455,29504,"L000397","House","D","CA","F",-1.06926725871541
"529","ricksantorum",58379000,"RickSantorum",TRUE,"http://patriotvoices.com","Mon Jul 20 03:36:46 +0000 2009","Rick Santorum",215460,"Pittsburgh and Virginia","Loving dad of 7; devoted husband to Karen; fighting for faith, family, freedom and opportunity through Patriot Voices. Add your voice to ours.  ","Quito",4155,"en",241,2423,NA,NA,NA,"Others","R",NA,NA,NA
"530","robert_aderholt",76452765,"Robert_Aderholt",TRUE,"http://www.aderholt.house.gov","Tue Sep 22 21:16:37 +0000 2009","Rep. Robert Aderholt",3997,"Haleyville, AL","Proudly serving the 4th Congressional District of Alabama in Congress","Central Time (US & Canada)",506,"en",58,497,0.389,29701,"A000055","House","R","AL","M",0.726355288948545
"531","robertdold",69160674,"ROBERTDOLD",FALSE,"http://www.doldforcongress.com","Thu Aug 27 01:26:19 +0000 2009","Robert Dold",1089,"Illinois' 10th District","Welcome to my official campaign Twitter page! My name is Robert Dold, and I am honored to serve as Congressman of the 10th District in Illinois.","Central Time (US & Canada)",98,"en",270,402,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"532","robpierson",6106752,"robpierson",FALSE,"http://www.robpierson.com","Thu May 17 13:18:18 +0000 2007","Rob Pierson",798,"Washington, DC","Was: @HouseDemocrats New Media Director.

Now: @Beaconfire, helping nonprofits with new media.

Likes: rock climbing, yoga.","Eastern Time (US & Canada)",52,"en",724,1860,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"533","robportman",18915145,"robportman",TRUE,NA,"Mon Jan 12 20:56:42 +0000 2009"," Rob Portman",20808,"Ohio","United States Senator from the state of Ohio.","Eastern Time (US & Canada)",1063,"en",1662,2228,NA,41108,"P000449","Senate","R","OH","M",0.881876147299372
"534","robwittman",15356407,"RobWittman",TRUE,"http://wittman.house.gov","Tue Jul 08 18:25:49 +0000 2008","Rep. Rob Wittman",9456,"Montross, VA","I represent the First Congressional District of Virginia and serve on
the House Armed Services and Natural Resources Committees. I appreciate your thoughts!","Eastern Time (US & Canada)",790,"en",6146,3371,0.363,20756,"W000804","House","R","VA","M",0.603927697334665
"535","rodneyfornj",123890984,"RodneyforNJ",FALSE,NA,"Wed Mar 17 14:50:10 +0000 2010","Rodney Frelinghuysen",299,"","",NA,38,"en",0,0,0.268,29541,"F000372","House","R","NJ","M",0.490143287344012
"536","rogerwicker",11650762,"RogerWicker",TRUE,"http://www.wickerforsenate.com/","Sun Dec 30 05:22:57 +0000 2007","Wicker for Senate",7918,"Mississippi","Life-long Mississipian, currently serving in the United States Senate.","Central Time (US & Canada)",756,"en",49,185,0.381,29534,"W000437","Senate","R","MS","M",0.912771213763106
"537","rolandwburris",52397612,"rolandwburris",FALSE,"http://burris.senate.gov","Tue Jun 30 13:44:51 +0000 2009","Roland Burris",783,"Washington, DC","The Senator from the GREAT state of Illinois","Eastern Time (US & Canada)",130,"en",39,50,NA,111508,"B001266","Senate","D",NA,NA,NA
"538","ronpaul",287413569,"RonPaul",TRUE,"http://www.ronpaul2012.com","Sun Apr 24 23:20:55 +0000 2011","Ron Paul",367624,"Clute, TX / Washington D.C.","Congressman from Texas and champion of the Constitution. ","Eastern Time (US & Canada)",4738,"en",157,973,NA,NA,NA,"Others","R",NA,NA,NA
"539","ronwyden",250188760,"RonWyden",TRUE,"http://wyden.senate.gov","Thu Feb 10 16:08:15 +0000 2011","Ron Wyden",10548,"Oregon & Washington, DC","U.S. Senator from Oregon. Follow @WydenPress for breaking news and updates from my staff.","Central Time (US & Canada)",594,"en",246,466,NA,NA,NA,"Senate","D",NA,NA,NA
"540","rosadelauro",140519774,"rosadelauro",TRUE,"http://delauro.house.gov","Wed May 05 18:11:32 +0000 2010","Rosa DeLauro",5970,"New Haven, CT","Proudly representing the Third District of Connecticut. Account managed by staff. 

Follow Rosa on Facebook at http://on.fb.me/fmjLGp",NA,395,"en",354,952,-0.446,29109,"D000216","House","D","CT","F",-1.29421878054315
"541","roslehtinen",14275291,"RosLehtinen",TRUE,"http://ros-lehtinen.house.gov","Tue Apr 01 14:59:30 +0000 2008","Ileana Ros-Lehtinen",12610,"Miami, Florida","Congresswoman Ileana Ros-Lehtinen","Eastern Time (US & Canada)",827,"en",434,5463,0.241,15634,"R000435","House","R","FL","F",0.398011208757336
"542","royblunt",21269970,"RoyBlunt",TRUE,"http://blunt.senate.gov","Thu Feb 19 02:58:03 +0000 2009","Senator Roy Blunt",19673,"Missouri","","Eastern Time (US & Canada)",1536,"en",7753,1961,NA,41105,"B000575","Senate","R","MO","M",0.778321065564868
"543","rsc",22120626,"RSC",FALSE,NA,"Fri Feb 27 08:14:34 +0000 2009","Randy Cohen",94,"LA","","Pacific Time (US & Canada)",2,"en",102,108,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"544","rulesreps",78369108,"RulesReps",TRUE,"http://rules.house.gov/","Tue Sep 29 17:37:09 +0000 2009","HouseRulesCommittee",3662,"Washington, DC","U.S. House Rules Committee ","Eastern Time (US & Canada)",206,"en",1178,705,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"545","runnerhams",24706761,"Runnerhams",FALSE,NA,"Mon Mar 16 15:21:30 +0000 2009","Jeanie",303,"Charlotte, North Carolina","Dog lover, travel junkie, beer snob, govt training & events coord, college sports fan (#GoBucks), believer in the unfollow button, living the dream!","Eastern Time (US & Canada)",4,"en",531,1442,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"546","rushholt",111379452,"RushHolt",FALSE,"http://www.rushholt.com","Thu Feb 04 18:30:00 +0000 2010","Rush Holt",3190,"New Jersey","U.S. Representative from the 12th District of New Jersey","Eastern Time (US & Canada)",284,"en",103,383,-0.498,29923,"H001032","House","D","NJ","M",-1.35380665420023
"547","russfeingold",16742806,"russfeingold",TRUE,"http://www.progressivesunited.org","Tue Oct 14 18:06:35 +0000 2008","Russ Feingold",35248,"Middleton, WI","I'm a former U.S. Senator from the great state of Wisconsin","Central Time (US & Canada)",2087,"en",4719,801,-0.453,49309,"F000061","Senate","D",NA,NA,NA
"548","samspressshop",249288197,"SamsPressShop",TRUE,"http://samjohnson.house.gov","Tue Feb 08 19:01:18 +0000 2011","Sam Johnson",1298,"Third District of Texas","Proudly serving the Third Congressional District of Texas.","Eastern Time (US & Canada)",149,"en",87,115,0.617,29143,"J000174","House","R","TX","M",1.23425461597834
"549","sanfordbishop",249410485,"SanfordBishop",TRUE,"http://bishop.house.gov","Wed Feb 09 00:23:10 +0000 2011","Sanford Bishop, Jr.",2945,"Georgia 2nd CD & Washington DC","Proudly representing Georgia's 2nd Congressional District.
Ranking Member of MilCon/VA Approps Subcommittee 
http://fb.me/sanfordbishop","Central Time (US & Canada)",221,"en",387,384,-0.281,29339,"B000490","House","D","GA","M",-0.52991005017583
"550","sarahpalinusa",65493023,"SarahPalinUSA",TRUE,"http://www.facebook.com/sarahpalin","Thu Aug 13 22:56:16 +0000 2009","Sarah Palin",861067,"Alaska","Former Governor of Alaska and GOP Vice Presidential Nominee","Alaska",19445,"en",128,1251,NA,NA,NA,"Others","R",NA,NA,NA
"551","sascrepublicans",275572403,"SASCRepublicans",TRUE,"http://armed-services.senate.gov/","Fri Apr 01 15:10:03 +0000 2011","SASC Republicans",2351,"Washington, D.C.","Official source for news from the Republicans on the Senate Armed Services Committee. ","Eastern Time (US & Canada)",88,"en",80,133,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"552","schwarzenegger",12044602,"Schwarzenegger",TRUE,"http://www.schwarzenegger.com","Wed Jan 09 21:12:40 +0000 2008","Arnold",2641435,"Los Angeles, California","I love hearing from my fans.","Pacific Time (US & Canada)",30778,"en",109567,2344,NA,NA,NA,"Others","R",NA,NA,NA
"553","scispacetechcmt",23103488,"SciSpaceTechCmt",TRUE,"http://science.house.gov/","Fri Mar 06 19:06:28 +0000 2009","Sci,Space,&Tech Cmte",3211,"Washington D.C.","Follow the House of Representatives Committee on Science, Space, and Technology 
www.facebook.com/SciSpaceTechCmt","Eastern Time (US & Canada)",225,"en",77,388,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"554","scottbrownma",26820275,"ScottBrownMA",TRUE,"http://www.scottbrown.com","Thu Mar 26 19:02:25 +0000 2009","Scott P. Brown ",52474,"Massachusetts","Serving the great people of Massachusetts in the United States Senate, I'd love to update you via SMS, text BROWN to 68398 to stay connected.","Eastern Time (US & Canada)",2458,"en",3855,1711,NA,NA,NA,"Senate","R",NA,NA,NA
"555","sen_joemanchin",234374703,"Sen_JoeManchin",TRUE,NA,"Wed Jan 05 14:13:33 +0000 2011","Senator Joe Manchin",6350,"","","Central Time (US & Canada)",367,"en",416,567,-0.144,40915,"M001183","Senate","D","WV","M",-0.257351410771035
"556","senalexander",76649729,"SenAlexander",TRUE,"http://www.alexander.senate.gov","Wed Sep 23 13:58:50 +0000 2009","Sen. Lamar Alexander",8893,"","Follow Sen. Alexander in TN, in DC, and in the news. ","Eastern Time (US & Canada)",657,"en",340,426,0.323,40304,"A000360","Senate","R","TN","M",0.629661101591805
"557","senate_gops",14344823,"Senate_GOPs",TRUE,"http://www.facebook.com/RepublicanSenators","Wed Apr 09 19:42:03 +0000 2008","Senate Republicans",74882,"Washington, D.C.","News and updates from Republican senators and their staff.","Eastern Time (US & Canada)",3141,"en",37172,14452,NA,NA,NA,"Others","R",NA,NA,NA
"558","senateag",233696188,"SenateAg",TRUE,"http://ag.senate.gov","Mon Jan 03 22:06:57 +0000 2011","Senate Ag Committee",4160,"Washington, DC","Updates from the Office of Chairwoman Debbie Stabenow, U.S. Senate Committee on Agriculture, Nutrition and Forestry","Atlantic Time (Canada)",179,"en",645,359,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"559","senatebanking",104324860,"SenateBanking",FALSE,"http://banking.senate.gov","Wed Jan 13 00:45:16 +0000 2010","Senate Banking Cmte",7821,"Washington, DC","Senate Banking, Housing, & Urban Affairs Committee ","Eastern Time (US & Canada)",526,"en",146,542,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"560","senatebudget",172470598,"SenateBudget",FALSE,"http://budget.senate.gov/democratic/","Thu Jul 29 20:03:47 +0000 2010","Senate Budget Cmte",1001,"Washington, DC","News and information from the staff of Senate Budget Committee Chairman Kent Conrad (D-ND)","Quito",98,"en",66,667,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"561","senatecafes",47663034,"senatecafes",FALSE,"http://go.compass-usa.com/senate","Tue Jun 16 16:12:57 +0000 2009","RA at the Senate",807,"Washington, DC","RA Dining at the Senate.  Dirksen, Coffee Bar, Southside Buffet, Dining Room, Am Grill, Sundry, Carryout, Refectory","Eastern Time (US & Canada)",35,"en",17,484,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"562","senatedems",73238146,"SenateDems",TRUE,"http://democrats.senate.gov/","Thu Sep 10 22:26:03 +0000 2009","Senate Democrats",31936,"Washington, DC","News and reactions from staff at the Senate Democratic Policy and Communications Committee","Quito",1676,"en",3454,3233,NA,NA,NA,"Others","D",NA,NA,NA
"563","senatedoctors",55421408,"SenateDoctors",FALSE,"http://republican.senate.gov/doctors/","Fri Jul 10 01:00:35 +0000 2009","Senate Doctors Show",4746,"Washington, D.C.","Sens. John Barrasso and Tom Coburn, hosts of The Senate Doctors Show, answer your questions about the health care reform. ","Eastern Time (US & Canada)",362,"en",5477,2354,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"564","senateenergy",277124730,"SenateEnergy",TRUE,"http://www.energy.senate.gov/","Mon Apr 04 19:03:30 +0000 2011","Senate Energy Cmte.",4107,"Washington, DC","Jeff Bingaman chairs the Energy and Natural Resources Committee. These Tweets are not posted by the Chairman himself, but by Democratic Committee Staff.","Eastern Time (US & Canada)",235,"en",44,615,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"565","senatorbarb",132278386,"SenatorBarb",TRUE,"http://mikulski.senate.gov/","Mon Apr 12 20:06:38 +0000 2010","Barbara Mikulski",12568,"Baltimore, MD/Washington DC","U.S. Senator for Maryland","Quito",835,"en",6,1432,-0.395,14440,"M000702","Senate","D","MD","F",-1.66209223899691
"566","senatorbegich",83901492,"SenatorBegich",TRUE,"http://begich.senate.gov","Tue Oct 20 18:47:19 +0000 2009","Senator Mark Begich",8456,"Alaska / Washington","United States Senator from Alaska. Retweets, replies & follows ≠ endorsement","Eastern Time (US & Canada)",677,"en",287,2213,-0.265,40900,"B001265","Senate","D","AK","M",-0.592311080763809
"567","senatorboxer",15442036,"SenatorBoxer",TRUE,"http://boxer.senate.gov","Tue Jul 15 16:02:13 +0000 2008","Sen. Barbara Boxer",19262,"Washington, D.C.","U.S. Senator Barbara Boxer of California.","Eastern Time (US & Canada)",989,"en",65,889,-0.494,15011,"B000711","Senate","D","CA","F",-0.817227363092521
"568","senatorburr",21157904,"SenatorBurr",TRUE,"http://burr.senate.gov","Wed Feb 18 01:53:03 +0000 2009","Richard Burr",15082,"Winston-Salem, NC","U.S. Senator from North Carolina","Quito",1131,"en",3868,870,0.463,29548,"B001135","Senate","R","NC","M",0.880620205079943
"569","senatorcardin",109071031,"SenatorCardin",TRUE,"http://www.cardin.senate.gov","Wed Jan 27 22:03:53 +0000 2010","Senator Ben Cardin",11697,"Maryland/Washington, DC","Updates from the Office of U.S. Senator Ben Cardin of Maryland","Eastern Time (US & Canada)",814,"en",100,1298,-0.356,15408,"C000141","Senate","D","MD","M",-1.04051393880446
"570","senatorcarper",249787913,"SenatorCarper",TRUE,"http://www.carper.senate.gov","Wed Feb 09 19:46:42 +0000 2011","Senator Tom Carper ",4503,"Delaware","U.S. Senator for Delaware (My tweets and followings are not an endorsement of any person or group.)","Eastern Time (US & Canada)",357,"en",415,1431,-0.189,15015,"C000174","Senate","D","DE","M",-0.762311041551208
"571","senatorcollins",19726613,"SenatorCollins",TRUE,"http://collins.senate.gov","Thu Jan 29 18:56:59 +0000 2009","Susan Collins",19401,"Maine","United States Senator from Maine","Eastern Time (US & Canada)",1368,"en",424,519,0.107,49703,"C001035","Senate","R","ME","F",0.287567600168616
"572","senatordurbin",247334603,"SenatorDurbin",TRUE,"http://durbin.senate.gov","Fri Feb 04 15:50:42 +0000 2011","Senator Dick Durbin",18813,"","Official page of Senator Dick Durbin. Following/retweeting does not equal an endorsement. Read my social media policy here: http://1.usa.gov/dRLB9P","Central Time (US & Canada)",1007,"en",682,1391,-0.396,15021,"D000563","Senate","D","IL","M",-1.59270754023845
"573","senatorhagan",74171837,"SenatorHagan",TRUE,"http://www.hagan.senate.gov","Mon Sep 14 14:44:07 +0000 2009","Senator Kay Hagan",10061,"North Carolina","I'm proud to represent North Carolina in the U.S. Senate. I'm focused on putting people back to work and helping our economy grow.","Quito",772,"en",755,1598,-0.246,40907,"H001049","Senate","D","NC","F",-0.544250494333822
"574","senatorharkin",115733549,"SenatorHarkin",TRUE,"http://harkin.senate.gov","Fri Feb 19 18:47:20 +0000 2010","Tom Harkin",7841,"","",NA,585,"en",1,1486,-0.383,14230,"H000206","Senate","D","IA","M",-1.48370393823024
"575","senatorisakson",78403308,"SenatorIsakson",TRUE,"http://www.johnnyisakson.com","Tue Sep 29 20:09:30 +0000 2009","Johnny Isakson",5988,"Atlanta, Georgia","U.S. Senator Johnny Isakson (R-GA)","Eastern Time (US & Canada)",453,"en",189,773,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"576","senatorkirk",211588974,"SenatorKirk",TRUE,"http://kirk.senate.gov","Wed Nov 03 17:51:13 +0000 2010","Mark Kirk",12747,"Highland Park, Illinois","I serve the people of the state of Illinois in the United States Senate. Please do not hesitate to contact me if you have any questions or need assistance.","Central Time (US & Canada)",774,"en",1726,1812,0.225,20115,"K000360","Senate","R","IL","M",0.429535933705749
"577","senatorleahy",242836537,"SenatorLeahy",TRUE,"http://www.leahy.senate.gov","Tue Jan 25 18:20:07 +0000 2011","Sen. Patrick Leahy",7472,"Washington, DC","","Eastern Time (US & Canada)",496,"en",55,1058,-0.392,14307,"L000174","Senate","D","VT","M",-1.49116065414031
"578","senatorlugar",20444463,"senatorlugar",TRUE,"http://lugar.senate.gov","Mon Feb 09 16:07:18 +0000 2009","U.S. Sen. Dick Lugar",14783,"","U.S. Senator Dick Lugar's communications staff","Central Time (US & Canada)",1098,"en",3771,1370,0.322,14506,"L000504","Senate","R","IN","M",0.565831533477503
"579","senatormenendez",18695134,"SenatorMenendez",TRUE,"http://menendez.senate.gov","Tue Jan 06 21:01:12 +0000 2009","Sen. Robert Menendez",19989,"","Proudly serving the State of New Jersey in the United States Senate. ","Eastern Time (US & Canada)",1581,"en",450,1807,-0.391,29373,"M000639","Senate","D","NJ","M",-0.883167641081786
"580","senatorreid",16789970,"SenatorReid",TRUE,"http://reid.senate.gov","Wed Oct 15 19:42:08 +0000 2008","Senator Harry Reid",68624,"Searchlight, NV","News from the office of Nevada Senator Harry Reid, the U.S. Senate Majority Leader. (Español: @SenadorReid)","Quito",3729,"en",127,1559,-0.304,15054,"R000146","Senate","D","NV","M",-0.755884630932726
